Publication,Scenario,Region,Category,Product,Flow,Unit,Year,Value
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2010,544.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2019,613
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2020,589.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2030,671
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2040,714.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total energy supply,EJ,2050,743.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Total energy supply,EJ,2030,651.1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Total energy supply,EJ,2040,670.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Total energy supply,EJ,2050,674.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Total energy supply,EJ,2030,599.2
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Total energy supply,EJ,2040,580.5
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Total energy supply,EJ,2050,577.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Total,Total energy supply,EJ,2030,547.1
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Total,Total energy supply,EJ,2040,534.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Total,Total energy supply,EJ,2050,543
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2010,47.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2019,65.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2020,68.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2030,109
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2040,153
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total energy supply,EJ,2050,192.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Renewables,Total energy supply,EJ,2030,120.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Renewables,Total energy supply,EJ,2040,194.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Renewables,Total energy supply,EJ,2050,248.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Renewables,Total energy supply,EJ,2030,142.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Renewables,Total energy supply,EJ,2040,238.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Renewables,Total energy supply,EJ,2050,316.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Renewables,Total energy supply,EJ,2030,166.6
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Renewables,Total energy supply,EJ,2040,294.6
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Renewables,Total energy supply,EJ,2050,362.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2010,0.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2019,4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2020,4.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2030,15.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2040,30
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Solar,Total energy supply,EJ,2050,43.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Solar,Total energy supply,EJ,2030,19.1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Solar,Total energy supply,EJ,2040,42.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Solar,Total energy supply,EJ,2050,64.2
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Solar,Total energy supply,EJ,2030,23.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Solar,Total energy supply,EJ,2040,55.2
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Solar,Total energy supply,EJ,2050,86.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Solar,Total energy supply,EJ,2030,32
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Solar,Total energy supply,EJ,2040,78.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Solar,Total energy supply,EJ,2050,109.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2010,1.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2019,5.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2020,5.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2030,14.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2040,23.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Wind,Total energy supply,EJ,2050,31.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Wind,Total energy supply,EJ,2030,18
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Wind,Total energy supply,EJ,2040,37.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Wind,Total energy supply,EJ,2050,51.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Wind,Total energy supply,EJ,2030,21.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Wind,Total energy supply,EJ,2040,45.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Wind,Total energy supply,EJ,2050,62.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Wind,Total energy supply,EJ,2030,28.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Wind,Total energy supply,EJ,2040,67.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Wind,Total energy supply,EJ,2050,88.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2010,12.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2019,15.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2020,15.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2030,18.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2040,21.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Hydro,Total energy supply,EJ,2050,24.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Hydro,Total energy supply,EJ,2030,18.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Hydro,Total energy supply,EJ,2040,21.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Hydro,Total energy supply,EJ,2050,24.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Hydro,Total energy supply,EJ,2030,19.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Hydro,Total energy supply,EJ,2040,23.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Hydro,Total energy supply,EJ,2050,28.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Hydro,Total energy supply,EJ,2030,21.1
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Hydro,Total energy supply,EJ,2040,26.8
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Hydro,Total energy supply,EJ,2050,30.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2010,27.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2019,31.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2020,31.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2030,41.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2040,49.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2050,54.7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2030,42.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2040,57.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2050,62
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2030,48.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2040,66.5
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2050,74.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2030,53.8
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2040,73.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass solid,Total energy supply,EJ,2050,73.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2010,2.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2019,4.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2020,3.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2030,7.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2040,9.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2050,11.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2030,9.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2040,12.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2050,14.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2030,12.3
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2040,16.3
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2050,18.7
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2030,12.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2040,14.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass liquid,Total energy supply,EJ,2050,14.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2010,1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2019,2.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2020,2.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2030,3.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2040,6.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2050,9.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2030,4.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2040,8.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2050,11.9
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2030,4.9
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2040,9.1
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2050,13.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2030,5.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2040,10
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Modern biomass gas,Total energy supply,EJ,2050,13.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2010,26.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2019,24.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2020,24.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2030,21
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2040,19.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2050,17.2
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2030,20.7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2040,18.8
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2050,17.1
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2030,0
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2040,0
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2050,0
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2030,0
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2040,0
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Traditional use of biomass,Total energy supply,EJ,2050,0
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2010,30.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2019,30.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2020,29.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2030,34
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2040,38.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Nuclear,Total energy supply,EJ,2050,40.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Nuclear,Total energy supply,EJ,2030,35.8
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Nuclear,Total energy supply,EJ,2040,44.1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Nuclear,Total energy supply,EJ,2050,48.5
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Nuclear,Total energy supply,EJ,2030,37
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Nuclear,Total energy supply,EJ,2040,46.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Nuclear,Total energy supply,EJ,2050,51.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Nuclear,Total energy supply,EJ,2030,41.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Nuclear,Total energy supply,EJ,2040,54.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Nuclear,Total energy supply,EJ,2050,60.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2010,115.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2019,141.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2020,138.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2030,155.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2040,168
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2050,174
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2030,143.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2040,127.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2050,119.1
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2030,134.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2040,93.2
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2050,59.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2030,116.1
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2040,43.6
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Natural gas unabated,Total energy supply,EJ,2050,17.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2010,0.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2019,0.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2020,0.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2030,1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2040,1.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2050,1.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2030,2.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2040,8.7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2050,14.1
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2030,4.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2040,14.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2050,25.8
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2030,13.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2040,31
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Gas with CCUS,Total energy supply,EJ,2050,43.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2010,172.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2019,187.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2020,171.4
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2030,198.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2040,199.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total energy supply,EJ,2050,198.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Total energy supply,EJ,2030,185.1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Total energy supply,EJ,2040,162.4
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Total energy supply,EJ,2050,147.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Total energy supply,EJ,2030,168.3
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Total energy supply,EJ,2040,124.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Total energy supply,EJ,2050,89.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Total energy supply,EJ,2030,137.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Total energy supply,EJ,2040,79.2
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Total energy supply,EJ,2050,42.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2010,23.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2019,28.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2020,28.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2030,34.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2040,37.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Non-energy use,EJ,2050,38.2
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Non-energy use,EJ,2030,33.7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Non-energy use,EJ,2040,34.3
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Oil products,Non-energy use,EJ,2050,33.9
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Non-energy use,EJ,2030,32.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Non-energy use,EJ,2040,32.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Oil products,Non-energy use,EJ,2050,31
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Non-energy use,EJ,2030,31.7
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Non-energy use,EJ,2040,30.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Oil products,Non-energy use,EJ,2050,29.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2010,153
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2019,162.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2020,155.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2030,150.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2040,132.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2050,116.8
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2030,140.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2040,101.5
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2050,62.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2030,107.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2040,46.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2050,16.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2030,67.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2040,16
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal unabated,Total energy supply,EJ,2050,3.3
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2010,0
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2019,0
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2020,0
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2030,0.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2040,0.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2050,1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2030,0.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2040,12
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2050,15.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2030,3.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2040,15
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2050,17.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2030,4.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2040,15.6
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,Energy,Coal with CCUS,Total energy supply,EJ,2050,13.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2010,199.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2019,233.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2020,230.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2030,253.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2040,280
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Power sector inputs,EJ,2050,301.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Power sector inputs,EJ,2030,252.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Power sector inputs,EJ,2040,295.7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Power sector inputs,EJ,2050,323.6
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Power sector inputs,EJ,2030,242.4
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Power sector inputs,EJ,2040,277.1
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Power sector inputs,EJ,2050,327.6
